product_id,product_name,category,price,rating,num_reviews,description
PROD_00043,Dummy Product 43,Electronics,,4.6,2463,This is a dummy description.
PROD_00044,Dummy Product 44,Fashion,,4.3,2141,This is a dummy description.
PROD_00045,Dummy Product 45,Fashion,,4.7,284,This is a dummy description.
PROD_00046,Dummy Product 46,Electronics,,2.4,402,This is a dummy description.
PROD_00047,Dummy Product 47,Toys,,1.8,1128,This is a dummy description.
PROD_00048,Dummy Product 48,Toys,,3.7,2236,This is a dummy description.
PROD_00049,Dummy Product 49,Toys,,3.1,2107,This is a dummy description.
PROD_00050,Dummy Product 50,Electronics,,4.2,512,This is a dummy description.
PROD_00051,Dummy Product 51,Home & Garden,,1.6,3396,This is a dummy description.
PROD_00052,Dummy Product 52,Fashion,,2.8,1653,This is a dummy description.
PROD_00053,Dummy Product 53,Home & Garden,,3.1,1354,This is a dummy description.
PROD_00054,Dummy Product 54,Toys,,2.8,3129,This is a dummy description.
PROD_00055,Dummy Product 55,Home & Garden,,2.7,3569,This is a dummy description.
PROD_00056,Dummy Product 56,Sports,,1.0,4665,This is a dummy description.
PROD_00057,Dummy Product 57,Fashion,,3.0,3499,This is a dummy description.
PROD_00058,Dummy Product 58,Sports,,4.3,4570,This is a dummy description.
PROD_00059,Dummy Product 59,Toys,,2.3,26,This is a dummy description.
PROD_00060,Dummy Product 60,Sports,,2.4,3777,This is a dummy description.
PROD_00061,Dummy Product 61,Electronics,,3.3,3373,This is a dummy description.
PROD_00062,Dummy Product 62,Toys,,1.3,2298,This is a dummy description.
PROD_00063,Dummy Product 63,Electronics,,2.0,4939,This is a dummy description.
PROD_00064,Dummy Product 64,Electronics,,3.1,124,This is a dummy description.
PROD_00065,Dummy Product 65,Sports,,3.9,2524,This is a dummy description.
PROD_00066,Dummy Product 66,Sports,,2.4,1760,This is a dummy description.
PROD_00067,Dummy Product 67,Electronics,,3.3,4709,This is a dummy description.
PROD_00068,Dummy Product 68,Electronics,,4.7,3703,This is a dummy description.
PROD_00069,Dummy Product 69,Sports,,3.3,3133,This is a dummy description.
PROD_00070,Dummy Product 70,Sports,,2.5,3988,This is a dummy description.
PROD_00071,Dummy Product 71,Home & Garden,,1.5,961,This is a dummy description.
PROD_00072,Dummy Product 72,Toys,,3.6,2332,This is a dummy description.
PROD_00073,Dummy Product 73,Sports,,1.4,4254,This is a dummy description.
PROD_00074,Dummy Product 74,Toys,,2.8,3437,This is a dummy description.
PROD_00075,Dummy Product 75,Toys,,1.6,2043,This is a dummy description.
PROD_00076,Dummy Product 76,Electronics,,1.0,2491,This is a dummy description.
PROD_00077,Dummy Product 77,Sports,,2.9,987,This is a dummy description.
PROD_00078,Dummy Product 78,Toys,,1.4,2407,This is a dummy description.
PROD_00079,Dummy Product 79,Sports,,1.5,335,This is a dummy description.
PROD_00080,Dummy Product 80,Electronics,,4.4,4384,This is a dummy description.
PROD_00081,Dummy Product 81,Sports,,4.5,4950,This is a dummy description.
PROD_00082,Dummy Product 82,Sports,,2.6,3488,This is a dummy description.
PROD_00083,Dummy Product 83,Fashion,,4.8,4667,This is a dummy description.
PROD_00084,Dummy Product 84,Electronics,,1.3,4255,This is a dummy description.
PROD_00085,Dummy Product 85,Fashion,,1.8,2346,This is a dummy description.
PROD_00086,Dummy Product 86,Toys,,3.3,2691,This is a dummy description.
PROD_00087,Dummy Product 87,Fashion,,3.7,76,This is a dummy description.
PROD_00088,Dummy Product 88,Sports,,2.7,2787,This is a dummy description.
PROD_00089,Dummy Product 89,Sports,,3.8,320,This is a dummy description.
PROD_00090,Dummy Product 90,Home & Garden,,1.7,1909,This is a dummy description.
PROD_00091,Dummy Product 91,Electronics,,3.2,1337,This is a dummy description.
PROD_00092,Dummy Product 92,Home & Garden,,2.0,1916,This is a dummy description.
PROD_00093,Dummy Product 93,Toys,,4.2,134,This is a dummy description.
PROD_00094,Dummy Product 94,Home & Garden,,2.3,4992,This is a dummy description.
PROD_00095,Dummy Product 95,Toys,,4.6,1997,This is a dummy description.
PROD_00096,Dummy Product 96,Sports,,3.1,3765,This is a dummy description.
PROD_00097,Dummy Product 97,Fashion,,4.9,1050,This is a dummy description.
PROD_00098,Dummy Product 98,Toys,,4.3,2953,This is a dummy description.
PROD_00099,Dummy Product 99,Toys,,3.2,3962,This is a dummy description.
PROD_00100,Dummy Product 100,Toys,,3.2,2019,This is a dummy description.
PROD_00101,Dummy Product 101,Toys,,3.1,1086,This is a dummy description.
PROD_00102,Dummy Product 102,Electronics,1056.45,,2004,This is a dummy description.
PROD_00103,Dummy Product 103,Electronics,1328.07,,68,This is a dummy description.
PROD_00104,Dummy Product 104,Home & Garden,645.15,,3252,This is a dummy description.
PROD_00105,Dummy Product 105,Home & Garden,241.72,,2050,This is a dummy description.
PROD_00106,Dummy Product 106,Toys,109.66,,4142,This is a dummy description.
PROD_00107,Dummy Product 107,Fashion,954.06,,3685,This is a dummy description.
PROD_00108,Dummy Product 108,Sports,267.49,,4378,This is a dummy description.
PROD_00109,Dummy Product 109,Electronics,364.13,,3269,This is a dummy description.
PROD_00110,Dummy Product 110,Toys,44.75,,2117,This is a dummy description.
PROD_00111,Dummy Product 111,Fashion,555.61,,2166,This is a dummy description.
PROD_00112,Dummy Product 112,Electronics,389.98,,2994,This is a dummy description.
PROD_00113,Dummy Product 113,Home & Garden,324.06,,548,This is a dummy description.
PROD_00114,Dummy Product 114,Toys,651.9,,1855,This is a dummy description.
PROD_00115,Dummy Product 115,Toys,639.9,,3513,This is a dummy description.
PROD_00116,Dummy Product 116,Toys,232.34,,2984,This is a dummy description.
PROD_00117,Dummy Product 117,Sports,605.24,,3680,This is a dummy description.
PROD_00118,Dummy Product 118,Fashion,113.01,,1341,This is a dummy description.
PROD_00119,Dummy Product 119,Electronics,1411.67,,266,This is a dummy description.
PROD_00120,Dummy Product 120,Home & Garden,1234.94,,2490,This is a dummy description.
PROD_00121,Dummy Product 121,Toys,97.92,,4451,This is a dummy description.
PROD_00122,Dummy Product 122,Toys,638.41,,4548,This is a dummy description.
PROD_00123,Dummy Product 123,Sports,1286.98,,1756,This is a dummy description.
PROD_00124,Dummy Product 124,Electronics,976.64,,415,This is a dummy description.
PROD_00125,Dummy Product 125,Home & Garden,1468.49,,2745,This is a dummy description.
PROD_00126,Dummy Product 126,Fashion,204.72,,3838,This is a dummy description.
PROD_00127,Dummy Product 127,Electronics,680.35,,309,This is a dummy description.
PROD_00128,Dummy Product 128,Toys,1455.8,,1696,This is a dummy description.
PROD_00129,Dummy Product 129,Fashion,219.04,,1590,This is a dummy description.
PROD_00130,Dummy Product 130,Home & Garden,1358.51,,3845,This is a dummy description.
PROD_00131,Dummy Product 131,Home & Garden,93.93,,1804,This is a dummy description.
PROD_00132,Dummy Product 132,Home & Garden,130.99,,2050,This is a dummy description.
PROD_00133,Dummy Product 133,Sports,234.08,,3683,This is a dummy description.
PROD_00134,Dummy Product 134,Electronics,862.92,,1262,This is a dummy description.
PROD_00135,Dummy Product 135,Home & Garden,490.14,,2420,This is a dummy description.
PROD_00136,Dummy Product 136,Toys,1012.45,,2899,This is a dummy description.
PROD_00137,Dummy Product 137,Electronics,1373.87,,944,This is a dummy description.
PROD_00138,Dummy Product 138,Home & Garden,1036.72,,3812,This is a dummy description.
PROD_00139,Dummy Product 139,Electronics,1137.16,,2561,This is a dummy description.
PROD_00140,Dummy Product 140,Home & Garden,1358.58,,2294,This is a dummy description.
PROD_00141,Dummy Product 141,Home & Garden,789.01,,475,This is a dummy description.
PROD_00142,Dummy Product 142,Toys,1444.13,,1571,This is a dummy description.
PROD_00143,Dummy Product 143,Home & Garden,1199.06,,2373,This is a dummy description.
PROD_00144,Dummy Product 144,Electronics,1375.78,,4717,This is a dummy description.
PROD_00145,Dummy Product 145,Sports,1321.75,,1556,This is a dummy description.
PROD_00146,Dummy Product 146,Home & Garden,461.49,,4722,This is a dummy description.
PROD_00147,Dummy Product 147,Home & Garden,404.16,,2135,This is a dummy description.
PROD_00148,Dummy Product 148,Electronics,1048.95,,154,This is a dummy description.
PROD_00149,Dummy Product 149,Sports,234.24,,2749,This is a dummy description.
PROD_00150,Dummy Product 150,Electronics,1101.66,,179,This is a dummy description.
PROD_00151,Dummy Product 151,Electronics,629.45,,1922,This is a dummy description.
PROD_00152,Dummy Product 152,Electronics,1414.55,,2662,This is a dummy description.
PROD_00153,Dummy Product 153,Sports,1099.18,,324,This is a dummy description.
PROD_00154,Dummy Product 154,Electronics,220.64,,3231,This is a dummy description.
PROD_00155,Dummy Product 155,Electronics,1133.48,,2807,This is a dummy description.
PROD_00156,Dummy Product 156,Electronics,1072.94,,4458,This is a dummy description.
PROD_00157,Dummy Product 157,Electronics,1367.38,,903,This is a dummy description.
PROD_00158,Dummy Product 158,Fashion,942.38,,164,This is a dummy description.
PROD_00159,Dummy Product 159,Electronics,169.39,,334,This is a dummy description.
PROD_00160,Dummy Product 160,Fashion,448.82,,259,This is a dummy description.
PROD_00161,Dummy Product 161,Electronics,400.69,,4328,This is a dummy description.
PROD_00162,Dummy Product 162,Fashion,1108.06,,1078,This is a dummy description.
PROD_00163,Dummy Product 163,Toys,1490.58,,2374,This is a dummy description.
PROD_00164,Dummy Product 164,Fashion,742.33,,4941,This is a dummy description.
PROD_00165,Dummy Product 165,Fashion,1341.16,,4195,This is a dummy description.
PROD_00166,Dummy Product 166,Electronics,843.21,,1586,This is a dummy description.
PROD_00167,Dummy Product 167,Toys,505.73,,1527,This is a dummy description.
PROD_00168,Dummy Product 168,Electronics,81.25,,1094,This is a dummy description.
PROD_00169,Dummy Product 169,Toys,98.89,,4818,This is a dummy description.
PROD_00170,Dummy Product 170,Home & Garden,1064.78,,4276,This is a dummy description.
PROD_00171,Dummy Product 171,Home & Garden,909.47,,1430,This is a dummy description.
PROD_00172,Dummy Product 172,Electronics,1462.46,,1288,This is a dummy description.
PROD_00173,Dummy Product 173,Sports,460.16,,1427,This is a dummy description.
PROD_00174,Dummy Product 174,Electronics,1182.18,,2039,This is a dummy description.
PROD_00175,Dummy Product 175,Electronics,706.71,,3400,This is a dummy description.
PROD_00176,Dummy Product 176,Electronics,255.74,,4229,This is a dummy description.
PROD_00177,Dummy Product 177,Electronics,1428.06,,4241,This is a dummy description.
PROD_00178,Dummy Product 178,Home & Garden,1086.06,,1893,This is a dummy description.
PROD_00179,Dummy Product 179,Electronics,1170.44,,4394,This is a dummy description.
PROD_00180,Dummy Product 180,Toys,1310.08,,3237,This is a dummy description.
PROD_00181,Dummy Product 181,Home & Garden,669.72,,2813,This is a dummy description.
PROD_00182,Dummy Product 182,Home & Garden,234.33,,1306,This is a dummy description.
PROD_00183,Dummy Product 183,Electronics,1474.51,,341,This is a dummy description.
PROD_00184,Dummy Product 184,Sports,1494.16,,3129,This is a dummy description.
PROD_00185,Dummy Product 185,Sports,260.42,,2814,This is a dummy description.
PROD_00186,Dummy Product 186,Electronics,135.18,,1415,This is a dummy description.
PROD_00187,Dummy Product 187,Toys,1161.51,,3759,This is a dummy description.
PROD_00188,Dummy Product 188,Home & Garden,649.41,,1038,This is a dummy description.
PROD_00189,Dummy Product 189,Fashion,269.16,,4679,This is a dummy description.
PROD_00190,Dummy Product 190,Home & Garden,900.32,,1234,This is a dummy description.
PROD_00191,Dummy Product 191,Fashion,621.65,,1229,This is a dummy description.
PROD_00192,Dummy Product 192,Electronics,248.88,,2714,This is a dummy description.
PROD_00193,Dummy Product 193,Electronics,869.65,,2297,This is a dummy description.
PROD_00194,Dummy Product 194,Electronics,643.24,,1538,This is a dummy description.
PROD_00195,Dummy Product 195,Sports,931.46,,3754,This is a dummy description.
PROD_00196,Dummy Product 196,Home & Garden,1147.79,,4816,This is a dummy description.
PROD_00197,Dummy Product 197,Sports,1014.56,,3622,This is a dummy description.
PROD_00198,Dummy Product 198,Sports,514.18,,3992,This is a dummy description.
PROD_00199,Dummy Product 199,Home & Garden,550.58,,3312,This is a dummy description.
PROD_00200,Dummy Product 200,Home & Garden,1064.32,,2598,This is a dummy description.
PROD_00201,Dummy Product 201,Electronics,1123.28,,4769,This is a dummy description.
PROD_00202,Dummy Product 202,Electronics,665.86,1.2,2883,This is a dummy description.
PROD_00203,Dummy Product 203,Sports,329.25,3.9,3883,This is a dummy description.
PROD_00204,Dummy Product 204,Electronics,311.79,2.5,1061,This is a dummy description.
PROD_00205,Dummy Product 205,Fashion,344.35,2.7,738,This is a dummy description.
PROD_00206,Dummy Product 206,Home & Garden,1401.77,2.1,2857,This is a dummy description.
PROD_00207,Dummy Product 207,Home & Garden,644.18,4.4,1788,This is a dummy description.
PROD_00208,Dummy Product 208,Sports,381.79,1.4,4160,This is a dummy description.
PROD_00209,Dummy Product 209,Electronics,179.47,2.4,1208,This is a dummy description.
PROD_00210,Dummy Product 210,Toys,1165.36,2.5,1474,This is a dummy description.
PROD_00211,Dummy Product 211,Home & Garden,553.88,2.4,682,This is a dummy description.
PROD_00212,Dummy Product 212,Sports,953.46,1.5,4065,This is a dummy description.
PROD_00213,Dummy Product 213,Sports,369.65,2.5,344,This is a dummy description.
PROD_00214,Dummy Product 214,Sports,696.42,1.7,1113,This is a dummy description.
PROD_00215,Dummy Product 215,Fashion,1182.44,4.1,2807,This is a dummy description.
PROD_00216,Dummy Product 216,Sports,756.67,5.0,4080,This is a dummy description.
PROD_00217,Dummy Product 217,Electronics,295.03,1.4,561,This is a dummy description.
PROD_00218,Dummy Product 218,Sports,1355.52,3.1,1129,This is a dummy description.
PROD_00219,Dummy Product 219,Electronics,1443.33,4.0,2716,This is a dummy description.
PROD_00220,Dummy Product 220,Sports,837.67,2.5,3790,This is a dummy description.
PROD_00221,Dummy Product 221,Electronics,122.16,4.4,877,This is a dummy description.
PROD_00222,Dummy Product 222,Sports,351.98,1.8,2713,This is a dummy description.
PROD_00223,Dummy Product 223,Home & Garden,930.62,1.1,423,This is a dummy description.
PROD_00224,Dummy Product 224,Home & Garden,423.92,3.5,1063,This is a dummy description.
PROD_00225,Dummy Product 225,Electronics,673.83,1.9,1423,This is a dummy description.
PROD_00226,Dummy Product 226,Sports,215.82,3.4,1333,This is a dummy description.
PROD_00227,Dummy Product 227,Home & Garden,1038.16,2.7,1920,This is a dummy description.
PROD_00228,Dummy Product 228,Electronics,140.04,1.5,1435,This is a dummy description.
PROD_00229,Dummy Product 229,Sports,1400.57,1.0,130,This is a dummy description.
PROD_00230,Dummy Product 230,Electronics,892.9,2.0,4031,This is a dummy description.
PROD_00231,Dummy Product 231,Home & Garden,143.31,4.7,3246,This is a dummy description.
PROD_00232,Dummy Product 232,Toys,456.0,1.2,4237,This is a dummy description.
PROD_00233,Dummy Product 233,Home & Garden,331.34,2.0,423,This is a dummy description.
PROD_00234,Dummy Product 234,Toys,168.4,2.6,1726,This is a dummy description.
PROD_00235,Dummy Product 235,Electronics,8.98,4.0,826,This is a dummy description.
PROD_00236,Dummy Product 236,Fashion,1086.09,4.5,631,This is a dummy description.
PROD_00237,Dummy Product 237,Home & Garden,361.19,4.4,1727,This is a dummy description.
PROD_00238,Dummy Product 238,Home & Garden,1247.14,3.2,1129,This is a dummy description.
PROD_00239,Dummy Product 239,Electronics,1233.45,2.7,791,This is a dummy description.
PROD_00240,Dummy Product 240,Fashion,1267.4,1.5,504,This is a dummy description.
PROD_00241,Dummy Product 241,Sports,1320.28,3.1,844,This is a dummy description.
PROD_00242,Dummy Product 242,Sports,1194.74,1.9,3614,This is a dummy description.
PROD_00243,Dummy Product 243,Toys,387.44,4.8,1769,This is a dummy description.
PROD_00244,Dummy Product 244,Electronics,573.67,2.0,2891,This is a dummy description.
PROD_00245,Dummy Product 245,Home & Garden,1467.71,2.0,2732,This is a dummy description.
PROD_00246,Dummy Product 246,Fashion,1490.93,2.5,1399,This is a dummy description.
PROD_00247,Dummy Product 247,Sports,552.1,4.5,3070,This is a dummy description.
PROD_00248,Dummy Product 248,Home & Garden,457.4,4.1,4702,This is a dummy description.
PROD_00249,Dummy Product 249,Electronics,1356.75,1.2,4163,This is a dummy description.
PROD_00250,Dummy Product 250,Home & Garden,81.53,4.5,2198,This is a dummy description.
PROD_00251,Dummy Product 251,Electronics,152.55,2.6,3800,This is a dummy description.
PROD_00252,Dummy Product 252,Electronics,649.14,2.1,4423,This is a dummy description.
PROD_00253,Dummy Product 253,Fashion,92.46,1.0,3761,This is a dummy description.
PROD_00254,Dummy Product 254,Sports,1013.98,5.0,566,This is a dummy description.
PROD_00255,Dummy Product 255,Electronics,1493.29,3.5,523,This is a dummy description.
PROD_00256,Dummy Product 256,Sports,941.78,2.4,1735,This is a dummy description.
PROD_00257,Dummy Product 257,Home & Garden,1263.78,3.1,778,This is a dummy description.
PROD_00258,Dummy Product 258,Home & Garden,376.95,2.0,353,This is a dummy description.
PROD_00259,Dummy Product 259,Electronics,986.5,2.8,177,This is a dummy description.
PROD_00260,Dummy Product 260,Electronics,795.51,1.6,1066,This is a dummy description.
PROD_00261,Dummy Product 261,Sports,178.1,2.9,430,This is a dummy description.
PROD_00262,Dummy Product 262,Toys,341.67,2.1,68,This is a dummy description.
PROD_00263,Dummy Product 263,Electronics,146.91,3.2,2274,This is a dummy description.
PROD_00264,Dummy Product 264,Toys,63.9,5.0,2491,This is a dummy description.
PROD_00265,Dummy Product 265,Fashion,1474.28,4.5,1444,This is a dummy description.
PROD_00266,Dummy Product 266,Toys,517.26,4.1,3347,This is a dummy description.
PROD_00267,Dummy Product 267,Sports,1296.48,2.9,4405,This is a dummy description.
PROD_00268,Dummy Product 268,Fashion,236.59,4.3,4516,This is a dummy description.
PROD_00269,Dummy Product 269,Sports,687.79,2.9,1167,This is a dummy description.
PROD_00270,Dummy Product 270,Home & Garden,419.76,3.1,4709,This is a dummy description.
PROD_00271,Dummy Product 271,Toys,37.0,3.4,3483,This is a dummy description.
PROD_00272,Dummy Product 272,Fashion,56.08,1.6,3676,This is a dummy description.
PROD_00273,Dummy Product 273,Home & Garden,347.36,3.5,4382,This is a dummy description.
PROD_00274,Dummy Product 274,Fashion,1463.96,3.4,2422,This is a dummy description.
PROD_00275,Dummy Product 275,Toys,394.15,3.8,2640,This is a dummy description.
PROD_00276,Dummy Product 276,Electronics,589.49,4.0,4194,This is a dummy description.
PROD_00277,Dummy Product 277,Home & Garden,1254.78,4.9,1228,This is a dummy description.
PROD_00278,Dummy Product 278,Home & Garden,128.18,1.1,1829,This is a dummy description.
PROD_00279,Dummy Product 279,Toys,388.01,2.5,812,This is a dummy description.
PROD_00280,Dummy Product 280,Home & Garden,1243.63,4.6,4077,This is a dummy description.
PROD_00281,Dummy Product 281,Toys,473.94,2.8,2984,This is a dummy description.
PROD_00282,Dummy Product 282,Electronics,1292.53,2.0,2235,This is a dummy description.
PROD_00283,Dummy Product 283,Fashion,1278.6,4.0,180,This is a dummy description.
PROD_00284,Dummy Product 284,Fashion,163.64,1.3,1301,This is a dummy description.
PROD_00285,Dummy Product 285,Fashion,865.15,2.5,1083,This is a dummy description.
PROD_00286,Dummy Product 286,Fashion,766.48,2.5,4122,This is a dummy description.
PROD_00287,Dummy Product 287,Sports,764.69,2.7,664,This is a dummy description.
PROD_00288,Dummy Product 288,Toys,1438.06,4.3,1824,This is a dummy description.
PROD_00289,Dummy Product 289,Toys,1195.07,2.4,3613,This is a dummy description.
PROD_00290,Dummy Product 290,Toys,648.33,3.6,4715,This is a dummy description.
PROD_00291,Dummy Product 291,Sports,1491.61,3.7,2146,This is a dummy description.
PROD_00292,Dummy Product 292,Electronics,728.51,1.1,2130,This is a dummy description.
PROD_00293,Dummy Product 293,Electronics,224.54,4.6,1280,This is a dummy description.
PROD_00294,Dummy Product 294,Electronics,1418.31,3.9,4893,This is a dummy description.
PROD_00295,Dummy Product 295,Toys,1152.61,1.9,3941,This is a dummy description.
PROD_00296,Dummy Product 296,Sports,16.01,1.3,4888,This is a dummy description.
PROD_00297,Dummy Product 297,Home & Garden,934.0,2.7,3853,This is a dummy description.
PROD_00298,Dummy Product 298,Sports,806.62,2.1,171,This is a dummy description.
PROD_00299,Dummy Product 299,Sports,664.68,3.5,1339,This is a dummy description.
PROD_00300,Dummy Product 300,Sports,784.8,4.4,3229,This is a dummy description.
PROD_00301,Dummy Product 301,Electronics,587.59,1.5,4219,This is a dummy description.
PROD_00302,Dummy Product 302,Sports,899.89,1.9,3968,This is a dummy description.
PROD_00303,Dummy Product 303,Home & Garden,1344.14,5.0,4531,This is a dummy description.
PROD_00304,Dummy Product 304,Toys,562.39,2.1,261,This is a dummy description.
PROD_00305,Dummy Product 305,Sports,143.5,3.0,4689,This is a dummy description.
PROD_00306,Dummy Product 306,Electronics,1044.12,2.9,2014,This is a dummy description.
PROD_00307,Dummy Product 307,Fashion,1047.79,3.3,3549,This is a dummy description.
PROD_00308,Dummy Product 308,Fashion,1407.53,2.9,249,This is a dummy description.
PROD_00309,Dummy Product 309,Sports,1022.74,1.2,1953,This is a dummy description.
PROD_00310,Dummy Product 310,Home & Garden,615.15,2.6,2278,This is a dummy description.
PROD_00311,Dummy Product 311,Toys,175.07,1.5,447,This is a dummy description.
PROD_00312,Dummy Product 312,Electronics,775.62,2.3,4038,This is a dummy description.
PROD_00313,Dummy Product 313,Toys,1040.43,1.8,1410,This is a dummy description.
PROD_00314,Dummy Product 314,Fashion,573.12,1.3,1054,This is a dummy description.
PROD_00315,Dummy Product 315,Fashion,77.12,1.8,3403,This is a dummy description.
PROD_00316,Dummy Product 316,Home & Garden,1445.89,1.9,4870,This is a dummy description.
PROD_00317,Dummy Product 317,Electronics,1232.92,1.8,2425,This is a dummy description.
PROD_00318,Dummy Product 318,Electronics,165.49,4.9,4468,This is a dummy description.
PROD_00319,Dummy Product 319,Sports,28.59,2.8,3016,This is a dummy description.
PROD_00320,Dummy Product 320,Sports,342.66,2.8,3472,This is a dummy description.
PROD_00321,Dummy Product 321,Toys,1136.61,3.8,4822,This is a dummy description.
PROD_00322,Dummy Product 322,Toys,365.42,2.9,814,This is a dummy description.
PROD_00323,Dummy Product 323,Sports,324.24,3.4,3122,This is a dummy description.
PROD_00324,Dummy Product 324,Sports,119.0,2.0,551,This is a dummy description.
PROD_00325,Dummy Product 325,Fashion,846.17,1.8,3785,This is a dummy description.
PROD_00326,Dummy Product 326,Toys,370.12,2.2,4397,This is a dummy description.
PROD_00327,Dummy Product 327,Electronics,1102.2,1.1,2818,This is a dummy description.
PROD_00328,Dummy Product 328,Sports,853.07,2.4,2501,This is a dummy description.
PROD_00329,Dummy Product 329,Electronics,1239.73,1.6,2260,This is a dummy description.
PROD_00330,Dummy Product 330,Home & Garden,1054.74,2.0,2557,This is a dummy description.
PROD_00331,Dummy Product 331,Sports,849.5,3.0,3751,This is a dummy description.
PROD_00332,Dummy Product 332,Electronics,706.57,3.1,180,This is a dummy description.
PROD_00333,Dummy Product 333,Home & Garden,415.08,2.9,3387,This is a dummy description.
PROD_00334,Dummy Product 334,Electronics,596.48,4.1,4045,This is a dummy description.
PROD_00335,Dummy Product 335,Toys,1302.06,2.5,1294,This is a dummy description.
PROD_00336,Dummy Product 336,Electronics,115.42,4.1,3100,This is a dummy description.
PROD_00337,Dummy Product 337,Home & Garden,331.54,2.2,1178,This is a dummy description.
PROD_00338,Dummy Product 338,Fashion,959.2,4.4,2718,This is a dummy description.
PROD_00339,Dummy Product 339,Toys,578.29,1.0,2160,This is a dummy description.
PROD_00340,Dummy Product 340,Toys,107.75,4.6,2924,This is a dummy description.
PROD_00341,Dummy Product 341,Fashion,497.17,1.7,4409,This is a dummy description.
PROD_00342,Dummy Product 342,Electronics,146.77,2.9,4388,This is a dummy description.
PROD_00343,Dummy Product 343,Electronics,1415.82,2.8,2419,This is a dummy description.
PROD_00344,Dummy Product 344,Electronics,1100.97,2.4,4487,This is a dummy description.
PROD_00345,Dummy Product 345,Fashion,1355.75,3.0,4843,This is a dummy description.
PROD_00346,Dummy Product 346,Electronics,472.69,4.3,4730,This is a dummy description.
PROD_00347,Dummy Product 347,Electronics,383.06,3.1,1220,This is a dummy description.
PROD_00348,Dummy Product 348,Toys,1143.77,1.3,312,This is a dummy description.
PROD_00349,Dummy Product 349,Home & Garden,1047.62,2.0,1908,This is a dummy description.
PROD_00350,Dummy Product 350,Electronics,136.58,4.6,836,This is a dummy description.
PROD_00351,Dummy Product 351,Fashion,769.42,2.7,4563,This is a dummy description.
PROD_00352,Dummy Product 352,Toys,873.3,4.3,2462,This is a dummy description.
PROD_00353,Dummy Product 353,Home & Garden,782.54,3.9,4162,This is a dummy description.
PROD_00354,Dummy Product 354,Toys,335.92,1.6,2794,This is a dummy description.
