user_id,product_id,action,rating,timestamp
4875,B09MY4W73Q,add_to_cart,,2024-04-13
983,B08GM5S4CQ,view,,2024-06-01
326,B07WDKLDRX,view,,2024-05-29
4631,B09MT94QLL,purchase,3.7,2024-02-22
2574,B08CFCK6CW,view,,2024-06-20
2458,B09C635BMM,purchase,3.6,2024-01-19
77,B00SMJPA9C,purchase,3.8,2024-01-26
601,B08DDRGWTJ,click,,2024-02-03
2860,B07WFPMGQQ,view,,2024-02-10
3590,B01MRARGBW,view,,2024-06-16
4334,B0073QGKAS,add_to_cart,,2024-03-17
849,B09LV13JFB,view,,2024-01-28
4533,B0141EZMAI,view,,2024-02-23
2809,B07QDSN9V6,click,,2024-03-08
4141,B08VGFX2B6,purchase,4.3,2024-01-14
757,B07JNVF678,add_to_cart,,2024-01-12
30,B07XLCFSSN,view,,2024-03-08
1324,B07JPJJZ2H,click,,2024-04-19
4595,B09J4YQYX3,view,,2024-06-25
1222,B08LT9BMPP,add_to_cart,,2024-05-29
4527,B09NHVCHS9,view,,2024-03-19
2988,B09NKZXMWJ,add_to_cart,,2024-02-23
2045,B07JH1C41D,view,,2024-05-23
3330,B08G1RW2Q3,purchase,3.6,2024-03-01
1332,B08L5HMJVW,add_to_cart,,2024-01-07
1470,B00YMJ0OI8,view,,2024-04-15
2033,B01FSYQ2A4,add_to_cart,,2024-01-28
3134,B07222HQKP,view,,2024-04-27
2865,B08MVXPTDG,add_to_cart,,2024-02-28
1827,B08CF4SCNP,view,,2024-03-25
2283,B0B9BXKBC7,view,,2024-05-10
3275,B0B1YZ9CB8,add_to_cart,,2024-03-25
227,B01LWYDEQ7,purchase,3.6,2024-02-15
4757,B09XJ5LD6L,view,,2024-06-01
3560,B07WGPBXY9,add_to_cart,,2024-04-21
4967,B097ZQTDVZ,view,,2024-05-27
1558,B09GFN8WZL,click,,2024-01-01
4260,B00F159RIK,click,,2024-06-20
1615,B08VGFX2B6,view,,2024-06-19
2705,B06XSK3XL6,click,,2024-02-01
2461,B09M869Z5V,click,,2024-03-24
3297,B00N1U9AJS,click,,2024-02-19
3445,B08Y1SJVV5,view,,2024-02-14
4663,B0117H7GZ6,click,,2024-01-01
2490,B07KRCW6LZ,view,,2024-05-28
4970,B08FY4FG5X,view,,2024-04-23
1751,B085DTN6R2,add_to_cart,,2024-02-13
695,B01M4GGIVU,click,,2024-06-07
2746,B08ZHYNTM1,purchase,4.1,2024-03-01
2543,B07MKMFKPG,view,,2024-01-07
379,B0B3RRWSF6,view,,2024-01-19
3731,B0B9XLX8VR,click,,2024-02-19
3146,B0B4F52B5X,view,,2024-06-16
46,B06XR9PR5X,add_to_cart,,2024-02-26
1441,B081RLM75M,click,,2024-01-13
4567,B07V5YF4ND,add_to_cart,,2024-04-26
1093,B07LG96SDB,click,,2024-05-23
4878,B0B7L86YCB,add_to_cart,,2024-04-23
4136,B09F6KL23R,purchase,3.4,2024-04-24
1304,B08MTLLSL8,view,,2024-03-07
2026,B0B298D54H,add_to_cart,,2024-05-13
3970,B0B694PXQJ,view,,2024-01-20
2341,B08QW937WV,view,,2024-05-18
661,B098LCVYPW,view,,2024-06-26
1252,B0B53DS4TF,view,,2024-04-14
2711,B09ZHCJDP1,view,,2024-02-22
3442,B07GLSKXS1,add_to_cart,,2024-06-27
161,B07SPVMSC6,view,,2024-01-02
2882,B012ELCYUG,view,,2024-04-17
4410,B0B23LW7NV,click,,2024-06-03
1807,B088Z1YWBC,view,,2024-05-04
238,B0BF57RN3K,click,,2024-04-13
1353,B07F1P8KNV,purchase,4.7,2024-05-16
221,B08J7VCT12,click,,2024-01-07
688,B0747VDH9L,view,,2024-04-28
1489,B082LZGK39,view,,2024-02-24
3725,B004IO5BMQ,add_to_cart,,2024-04-07
2280,B07WG8PDCW,add_to_cart,,2024-03-05
671,B095JPKPH3,click,,2024-01-14
2867,B09YLYB9PB,view,,2024-06-15
330,B0BGSV43WY,purchase,3.4,2024-02-21
167,B07LDN9Q2P,view,,2024-05-01
938,B09C6HXFC1,view,,2024-06-28
2100,B08VRMK55F,view,,2024-06-04
939,B0B2RBP83P,view,,2024-03-20
886,B0B2DJ5RVQ,purchase,4.3,2024-05-27
3075,B07WDK3ZS6,click,,2024-01-20
4851,B09ZPL5VYM,click,,2024-01-27
2471,B078JBK4GX,add_to_cart,,2024-05-24
337,B0711PVX6Z,view,,2024-04-04
565,B09P22HXH6,view,,2024-04-17
4016,B09F6S8BT6,purchase,3.6,2024-06-11
3767,B0B5ZF3NRK,view,,2024-05-13
2213,B08Y1TFSP6,purchase,3.8,2024-05-03
3809,B08CKW1KH9,click,,2024-03-09
2641,B08PSVBB2X,view,,2024-04-25
1998,B0B3MWYCHQ,click,,2024-06-20
3105,B01L7C4IU2,view,,2024-03-24
1490,B0BDYVC5TD,view,,2024-03-07
2789,B09Q8HMKZX,click,,2024-03-11
4554,B0B3X2BY3M,purchase,4.1,2024-01-22
1978,B01DEWVZ2C,view,,2024-03-02
3901,B00ABMASXG,view,,2024-01-05
763,B09LHZSMRR,view,,2024-03-03
2509,B094JB13XL,view,,2024-05-21
4350,B08MTLLSL8,purchase,3.8,2024-05-20
2710,B08J7VCT12,view,,2024-03-19
2060,B0B53QFZPY,click,,2024-03-21
980,B098LCVYPW,purchase,4.2,2024-06-25
1517,B0088TKTY2,click,,2024-03-11
4830,B09LV1CMGH,click,,2024-01-26
1591,B07SBGFDX9,view,,2024-03-18
116,B09XXZXQC1,view,,2024-01-12
447,B09F6S8BT6,click,,2024-02-02
4022,B01HGCLUH6,view,,2024-03-13
3846,B09RWQ7YR6,view,,2024-01-14
2069,B0BHVPTM2C,view,,2024-01-17
3283,B08J4PL1Z3,click,,2024-06-24
440,B08N1WL9XW,add_to_cart,,2024-03-18
698,B0758F7KK7,click,,2024-04-16
4967,B00C3GBCIS,click,,2024-05-13
3117,B09BF8JBWX,view,,2024-05-30
3513,B08KS2KQTK,click,,2024-06-05
813,B0B4F5L738,click,,2024-03-08
666,B084MZXJN6,view,,2024-01-20
1283,B07GNC2592,view,,2024-06-01
3850,B08R69WBN7,view,,2024-06-29
2317,B07VZH6ZBB,view,,2024-06-24
1913,B07GWTWFS2,click,,2024-02-20
3483,B0BM9H2NY9,view,,2024-02-08
2177,B082T6GXS5,view,,2024-03-19
4875,B07PFJ5W31,click,,2024-03-14
3598,B08461VC1Z,click,,2024-06-28
3298,B07VX71FZP,click,,2024-04-22
659,B099PR2GQJ,add_to_cart,,2024-03-23
4946,B09RF2QXGX,view,,2024-06-21
4713,B00LHZWD0C,view,,2024-06-21
2208,B0BDYVC5TD,add_to_cart,,2024-02-14
3855,B08L4SBJRY,view,,2024-03-12
1487,B09TMZ1MF8,click,,2024-05-05
748,B07S9M8YTY,view,,2024-03-23
857,B07TR5HSR9,view,,2024-05-06
2362,B081B1JL35,view,,2024-05-20
301,B08CRRQK6Z,view,,2024-03-23
950,B09RKFBCV7,add_to_cart,,2024-01-01
4445,B07WGPKMP5,view,,2024-05-12
2964,B084DTMYWK,view,,2024-04-23
423,B00HVXS7WC,click,,2024-03-14
3590,B09YLXYP7Y,view,,2024-06-10
4988,B07S9M8YTY,click,,2024-03-20
4513,B086GVRP63,view,,2024-02-27
930,B00E9G8KOY,view,,2024-02-09
4083,B07T5DKR5D,click,,2024-03-10
3404,B01JOFKL0A,view,,2024-05-21
1185,B00DJ5N9VK,purchase,4.4,2024-05-10
1119,B09T37CKQ5,add_to_cart,,2024-04-16
2785,B078JDNZJ8,view,,2024-01-01
2318,B07KSMBL2H,add_to_cart,,2024-05-28
4012,B09CYTJV3N,click,,2024-03-29
2724,B08CS3BT4L,click,,2024-04-26
2637,B078JT7LTD,view,,2024-04-08
1914,B084BR3QX8,view,,2024-05-01
3124,B07W9KYT62,click,,2024-06-15
1247,B08DDRGWTJ,view,,2024-05-08
4835,B07V5YF4ND,view,,2024-04-22
817,B09BN2NPBD,view,,2024-02-06
3359,B08G1RW2Q3,view,,2024-03-08
2774,B00URH5E34,view,,2024-01-21
2692,B07MKMFKPG,view,,2024-03-22
3998,B08R69VDHT,click,,2024-03-01
2355,B00NH12R1O,view,,2024-01-26
824,B0B5GJRTHB,click,,2024-01-08
377,B08PKBMJKS,view,,2024-04-01
3071,B07VQGVL68,view,,2024-04-15
4637,B01DEWVZ2C,view,,2024-02-14
647,B082LSVT4B,view,,2024-06-23
1973,B097R3XH9R,click,,2024-02-29
3778,B08SBH499M,view,,2024-06-19
77,B00K32PEW4,purchase,4.7,2024-06-22
4478,B07YCBSCYB,view,,2024-03-29
4814,B0B2CPVXHX,purchase,3.8,2024-06-25
2049,B09LHZSMRR,view,,2024-04-08
3959,B0B3RSDSZ3,view,,2024-04-01
4709,B08HVL8QN3,click,,2024-01-06
3243,B01CS4A5V4,click,,2024-06-24
402,B0B9BD2YL4,add_to_cart,,2024-03-14
1886,B09CMP1SC8,view,,2024-06-11
1558,B08SKZ2RMG,click,,2024-06-17
1121,B07SY4C3TD,purchase,4.5,2024-06-14
323,B09WMTJPG7,view,,2024-05-28
2989,B09F6S8BT6,view,,2024-03-16
2677,B01IOZUHRS,view,,2024-02-03
4419,B0972BQ2RS,click,,2024-03-10
1348,B08L879JSN,add_to_cart,,2024-05-03
2418,B0B4T8RSJ1,view,,2024-01-30
3837,B06XGWRKYT,add_to_cart,,2024-02-27
3256,B072J83V9W,view,,2024-04-11
115,B097R2V1W8,view,,2024-04-04
2148,B0B3D39RKV,add_to_cart,,2024-04-05
888,B008FWZGSG,view,,2024-06-07
4600,B07XJWTYM2,click,,2024-06-14
518,B08CT62BM1,view,,2024-06-28
2476,B0BNDRK886,view,,2024-01-12
305,B08RDWBYCQ,view,,2024-01-25
1924,B09VH568H7,view,,2024-04-04
4426,B0085W2MUQ,click,,2024-02-09
3399,B09BNXQ6BR,add_to_cart,,2024-06-06
3344,B09NY6TRXG,view,,2024-04-04
1780,B09C6HXFC1,purchase,4.5,2024-04-02
814,B09M869Z5V,click,,2024-06-14
2939,B09MFR93KS,view,,2024-02-01
3726,B06Y36JKC3,view,,2024-06-12
4892,B0B6F98KJJ,add_to_cart,,2024-03-03
1032,B07DZ986Q2,view,,2024-05-21
1698,B08MTCKDYN,add_to_cart,,2024-02-29
2692,B09HSKYMB3,add_to_cart,,2024-06-01
24,B095XCRDQW,purchase,4.6,2024-02-03
4426,B0B5CGTBKV,view,,2024-06-18
212,B0B4T6MR8N,view,,2024-03-01
4824,B086394NY5,view,,2024-01-14
1039,B07LG96SDB,click,,2024-01-17
3902,B08498H13H,view,,2024-05-31
894,B06XDKWLJH,view,,2024-06-06
356,B071VMP1Z4,purchase,3.9,2024-06-17
4272,B0BM9H2NY9,click,,2024-01-08
499,B00MUTWLW4,view,,2024-01-28
4017,B07GMFY9QM,view,,2024-01-21
2639,B00LY17RHI,view,,2024-03-11
4796,B08CZHGHKH,view,,2024-06-01
4347,B0B8CHJLWJ,click,,2024-04-20
813,B0B4F5L738,view,,2024-06-16
4517,B09FZ89DK6,view,,2024-04-25
1872,B0811VCGL5,add_to_cart,,2024-04-12
3408,B008P7IF02,view,,2024-03-21
2089,B085LPT5F4,view,,2024-05-01
550,B09Z6WH2N1,view,,2024-04-20
792,B003B00484,view,,2024-02-03
4558,B09NBZ36F7,purchase,3.7,2024-05-23
2701,B08SBH499M,view,,2024-06-19
3465,B09QGZFBPM,purchase,4.7,2024-06-02
2560,B07ZJND9B9,click,,2024-02-24
1268,B0926V9CTV,view,,2024-01-28
2869,B09M869Z5V,view,,2024-03-12
4704,B09XJ5LD6L,view,,2024-05-23
4561,B082T6GVG9,purchase,4.5,2024-06-26
2191,B08B6XWQ1C,view,,2024-03-20
2784,B07232M876,view,,2024-02-06
4640,B0B12K5BPM,view,,2024-06-11
252,B08CFCK6CW,click,,2024-04-06
3440,B085W8CFLH,view,,2024-03-20
2658,B07SBGFDX9,click,,2024-01-22
431,B07JW1Y6XV,add_to_cart,,2024-01-13
669,B0711PVX6Z,click,,2024-05-04
4974,B07989VV5K,view,,2024-05-11
933,B0B8ZWNR5T,view,,2024-06-22
4859,B0B8SRZ5SV,click,,2024-01-12
1807,B0B2DD66GS,click,,2024-01-02
1675,B00H0B29DI,view,,2024-02-05
2094,B08G1RW2Q3,view,,2024-05-07
3528,B08LT9BMPP,view,,2024-06-29
1886,B0BHZCNC4P,add_to_cart,,2024-03-31
591,B0B5ZF3NRK,click,,2024-04-21
154,B01EZ0X3L8,view,,2024-03-21
4717,B016XVRKZM,view,,2024-06-12
3422,B01FSYQ2A4,view,,2024-03-24
1408,B078XFKBZL,view,,2024-06-25
2965,B00HVXS7WC,add_to_cart,,2024-03-03
3570,B0BDZWMGZ1,click,,2024-04-11
2542,B094DQWV9B,view,,2024-02-13
626,B09C6HXFC1,view,,2024-05-10
1589,B07KR5P3YD,view,,2024-06-14
1210,B09ZK6THRR,view,,2024-02-20
1422,B08CF3B7N1,add_to_cart,,2024-06-16
618,B07SLMR1K6,add_to_cart,,2024-05-06
3801,B0974G5Q2Y,add_to_cart,,2024-04-24
4625,B08Y1SJVV5,purchase,3.6,2024-03-23
2590,B07924P3C5,view,,2024-04-23
2481,B08DCVRW98,click,,2024-03-31
4157,B0BF54972T,view,,2024-01-10
467,B00J4YG0PC,view,,2024-06-14
740,B00LUGTJGO,click,,2024-04-28
4755,B08461VC1Z,add_to_cart,,2024-01-11
3685,B09F6KL23R,click,,2024-03-23
4957,B08FN6WGDQ,view,,2024-01-16
3691,B09FHHTL8L,add_to_cart,,2024-03-28
691,B0832W3B7Q,view,,2024-03-04
3587,B01MY839VW,click,,2024-02-10
2982,B082FTPRSK,view,,2024-04-14
2772,B002PD61Y4,view,,2024-06-10
2742,B0B296NTFV,view,,2024-06-22
3167,B09TWHTBKQ,click,,2024-06-17
4938,B09XX51X2G,view,,2024-06-18
1159,B094YFFSMY,purchase,4.7,2024-06-27
3211,B08Y1SJVV5,click,,2024-01-22
2537,B01M0505SJ,click,,2024-03-25
1047,B08DPLCM6T,add_to_cart,,2024-06-24
4313,B07JPJJZ2H,click,,2024-05-10
2965,B09F9YQQ7B,view,,2024-02-24
2800,B08498D67S,view,,2024-02-05
1270,B0088TKTY2,add_to_cart,,2024-01-26
4159,B07WVQG8WZ,add_to_cart,,2024-05-14
310,B078W65FJ7,add_to_cart,,2024-06-07
1074,B07KSMBL2H,view,,2024-02-16
1357,B071SDRGWL,view,,2024-04-03
1946,B0747VDH9L,view,,2024-04-24
1917,B01DJJVFPC,view,,2024-04-30
1590,B01M72LILF,purchase,4.3,2024-04-22
3783,B098QXR9X2,add_to_cart,,2024-05-08
4321,B01MQ2A86A,view,,2024-02-21
4954,B09CYTJV3N,view,,2024-06-13
3937,B09NTHQRW3,purchase,3.6,2024-05-12
1022,B01GGKZ0V6,add_to_cart,,2024-03-10
3681,B01M5967SY,add_to_cart,,2024-01-24
1819,B07KR5P3YD,purchase,4.5,2024-04-16
437,B003L62T7W,view,,2024-04-08
669,B071113J7M,view,,2024-01-26
2747,B088GXTJM3,view,,2024-03-14
3871,B097ZQTDVZ,view,,2024-06-29
3843,B08CHKQ8D4,view,,2024-01-21
156,B0B4DT8MKT,add_to_cart,,2024-05-20
4988,B07XLCFSSN,view,,2024-03-14
1947,B09VC2D2WG,view,,2024-04-17
3745,B0BNDRK886,add_to_cart,,2024-05-07
4889,B09RKFBCV7,click,,2024-05-27
1982,B01GGKYKQM,view,,2024-01-01
2891,B08FGNPQ9X,view,,2024-06-19
702,B083RCTXLL,view,,2024-05-14
4458,B098R25TGC,purchase,3.2,2024-05-21
167,B08JKPVDKL,view,,2024-06-11
3170,B09NL4DCXK,click,,2024-04-01
554,B09YV42QHZ,click,,2024-06-09
850,B0BBWJFK5C,click,,2024-03-26
1093,B0B84QN4CN,click,,2024-06-13
1435,B00935MGHS,view,,2024-06-27
3921,B0B7B9V9QP,add_to_cart,,2024-01-17
3750,B08LKS3LSP,view,,2024-02-21
344,B002SZEOLG,view,,2024-04-11
4449,B0B1YVCJ2Y,view,,2024-06-14
1566,B082T6GVG9,add_to_cart,,2024-01-13
2720,B00LY12TH6,add_to_cart,,2024-04-21
3277,B09BW334ML,add_to_cart,,2024-04-08
2778,B08S74GTBT,click,,2024-04-04
4254,B0971DWFDT,view,,2024-04-18
647,B0BLC2BYPX,purchase,4.5,2024-02-16
4469,B07LFQLKFZ,view,,2024-03-24
2422,B07DJ5KYDZ,click,,2024-04-19
1366,B099FDW2ZF,view,,2024-01-11
2889,B00TDD0YM4,view,,2024-06-12
470,B0B9RN5X8B,click,,2024-04-03
4204,B08LVVTGZK,view,,2024-01-08
1170,B0BP89YBC1,add_to_cart,,2024-01-09
1035,B08D75R3Z1,add_to_cart,,2024-04-03
2967,B07CRL2GY6,click,,2024-06-03
1257,B08GSQXLJ2,purchase,4.0,2024-04-05
3637,B083M7WPZD,click,,2024-05-15
3007,B0BBLHTRM9,click,,2024-03-04
930,B07XCM6T4N,view,,2024-05-12
3171,B081FJWN52,view,,2024-03-07
3656,B0B54Y2SNX,click,,2024-06-26
4024,B01N1XVVLC,view,,2024-01-19
3704,B0B53NXFFR,click,,2024-01-23
2619,B01MUAUOCX,click,,2024-05-20
4442,B07BKSSDR2,view,,2024-02-10
1427,B0B3N7LR6K,click,,2024-02-01
1647,B08GSQXLJ2,view,,2024-05-06
216,B083P71WKK,click,,2024-04-29
4520,B09CMQRQM6,add_to_cart,,2024-01-17
2534,B08TT63N58,click,,2024-05-02
4307,B09NHVCHS9,view,,2024-05-27
605,B09SPTNG58,view,,2024-01-19
3687,B0BNV7JM5Y,click,,2024-02-02
4517,B08VGDBF3B,view,,2024-02-03
3545,B08R69VDHT,add_to_cart,,2024-02-01
4245,B09KLVMZ3B,view,,2024-03-23
1848,B0B84QN4CN,purchase,3.5,2024-03-13
647,B0BP89YBC1,click,,2024-05-21
2249,B09W9V2PXG,view,,2024-05-16
766,B017NC2IPM,view,,2024-05-28
1264,B094JB13XL,click,,2024-06-03
2766,B08Y5QJXSR,view,,2024-01-08
666,B07JJFSG2B,click,,2024-05-27
2169,B09XBJ1CTN,add_to_cart,,2024-04-16
249,B0B3MWYCHQ,click,,2024-03-15
2475,B079S811J3,add_to_cart,,2024-06-24
3327,B08CFJBZRK,view,,2024-01-16
1295,B0B3G5XZN5,view,,2024-02-22
2787,B097XJQZ8H,view,,2024-03-22
2830,B075ZTJ9XR,add_to_cart,,2024-05-11
4602,B01D5H8LDM,view,,2024-02-01
2192,B07YNTJ8ZM,view,,2024-01-13
2378,B008P7IF02,view,,2024-02-10
2683,B08LPJZSSW,view,,2024-02-10
4082,B07W9KYT62,view,,2024-03-19
4075,B07LGT55SJ,purchase,4.0,2024-05-09
3746,B08HVJCW95,click,,2024-01-13
415,B00J4YG0PC,click,,2024-06-16
3856,B0846D5CBP,view,,2024-01-28
3531,B08MVXPTDG,view,,2024-04-03
3304,B0BDYW3RN3,view,,2024-05-25
4603,B0B9959XF3,click,,2024-01-19
3165,B09ZPJT8B2,add_to_cart,,2024-03-12
974,B00KRCBA6E,view,,2024-04-05
2778,B0BCVJ3PVP,view,,2024-02-06
1631,B08CS3BT4L,view,,2024-01-11
372,B0B21C4BMX,click,,2024-05-01
4255,B07GVGTSLN,click,,2024-05-11
1146,B07DL1KC3H,click,,2024-02-11
3220,B01HJI0FS2,click,,2024-05-09
4176,B09R83SFYV,click,,2024-03-17
3891,B07Z1X6VFC,view,,2024-01-29
3413,B0BMXMLSMM,add_to_cart,,2024-06-25
219,B09KH58JZR,view,,2024-06-16
4739,B084MZXJNK,click,,2024-05-29
3936,B09H7JDJCW,click,,2024-06-07
3115,B0B7DHSKS7,click,,2024-01-09
4691,B09H39KTTB,view,,2024-04-22
2570,B01FSYQ2A4,view,,2024-02-22
3362,B09SFRNKSR,click,,2024-04-30
511,B09XHXXCFH,click,,2024-05-23
2663,B0B86CDHL1,click,,2024-03-21
1419,B01L7C4IU2,click,,2024-05-19
2903,B07H3WDC4X,add_to_cart,,2024-06-23
2166,B07WHS7MZ1,view,,2024-03-04
2286,B0B4G2MWSB,view,,2024-03-17
2368,B00O2R38C4,click,,2024-05-05
2598,B017PDR9N0,click,,2024-03-11
2358,B01HJI0FS2,click,,2024-04-07
3233,B0BNDD9TN6,view,,2024-03-14
648,B0B8ZM9RVV,view,,2024-03-06
3925,B08RWCZ6SY,add_to_cart,,2024-03-10
4605,B08L879JSN,view,,2024-06-06
4808,B083342NKJ,view,,2024-05-15
1849,B0819ZZK5K,view,,2024-04-15
2706,B0B2DJDCPX,view,,2024-02-05
43,B08FD2VSD9,view,,2024-05-01
3912,B07M69276N,add_to_cart,,2024-03-14
2632,B0B9959XF3,view,,2024-01-23
4704,B08GTYFC37,click,,2024-01-10
1435,B008YW8M0G,add_to_cart,,2024-01-10
3253,B07XLCFSSN,view,,2024-03-15
307,B07GLS2563,click,,2024-01-28
2745,B09SJ1FTYV,purchase,4.3,2024-05-19
4296,B08V9C4B1J,purchase,4.1,2024-05-09
3835,B0B59K1C8F,add_to_cart,,2024-03-25
1332,B0B6F7LX4C,click,,2024-02-17
116,B018SJJ0GE,add_to_cart,,2024-05-25
1583,B08CDKQ8T6,add_to_cart,,2024-04-13
3504,B072NCN9M4,view,,2024-06-20
782,B012MQS060,view,,2024-03-23
2033,B07K19NYZ8,view,,2024-04-24
2188,B07KY3FNQP,click,,2024-05-26
94,B07JNVF678,view,,2024-03-01
509,B07Z1YVP72,view,,2024-02-10
3322,B09HS1NDRQ,purchase,4.7,2024-06-29
2548,B08498H13H,click,,2024-03-16
3011,B0B1F6GQPS,view,,2024-02-04
3918,B08Y5QJTVK,click,,2024-06-04
3061,B09RZS1NQT,click,,2024-04-30
4404,B095RTJH1M,add_to_cart,,2024-06-23
4881,B09JKNF147,click,,2024-05-15
2964,B09VL9KFDB,click,,2024-01-16
4487,B09V2PZDX8,click,,2024-02-08
1348,B01GGKZ0V6,click,,2024-01-30
1683,B085HY1DGR,view,,2024-05-10
3650,B08CDKQ8T6,view,,2024-04-16
3743,B0BP89YBC1,click,,2024-06-21
2525,B07ZJND9B9,view,,2024-01-01
1786,B07RD611Z8,view,,2024-03-29
523,B07VV37FT4,view,,2024-01-18
3868,B07WDKLRM4,view,,2024-02-04
3444,B075TJHWVC,add_to_cart,,2024-04-24
3093,B08DDRGWTJ,click,,2024-06-18
4418,B08HV25BBQ,add_to_cart,,2024-01-31
1463,B07NC12T2R,click,,2024-02-27
29,B07XLCFSSN,purchase,4.6,2024-04-28
4461,B08Y5KXR6Z,view,,2024-02-28
2028,B081RLM75M,view,,2024-02-18
925,B01L7C4IU2,click,,2024-06-06
129,B07W14CHV8,view,,2024-06-01
276,B07V82W5CN,click,,2024-01-13
2005,B095RTJH1M,view,,2024-02-29
4422,B07SPVMSC6,add_to_cart,,2024-01-15
1148,B08497Z1MQ,view,,2024-05-27
2613,B084MZYBTV,add_to_cart,,2024-03-23
1941,B08CGW4GYR,view,,2024-06-18
4271,B07989VV5K,view,,2024-01-16
4561,B08VFF6JQ8,click,,2024-04-19
4554,B0BP89YBC1,purchase,5.0,2024-06-13
3123,B01L8ZNWN2,view,,2024-04-16
3345,B07G147SZD,view,,2024-05-17
3880,B0836JGZ74,view,,2024-02-06
3794,B09ZK6THRR,view,,2024-04-16
4566,B01GGKZ0V6,view,,2024-03-06
1666,B07XLCFSSN,view,,2024-04-25
3040,B0BBVKRP7B,click,,2024-02-18
423,B07FXLC2G2,click,,2024-06-03
324,B0B3RSDSZ3,add_to_cart,,2024-05-30
4579,B07F6GXNPB,view,,2024-03-26
2484,B09CMM3VGK,view,,2024-02-18
962,B08PPHFXG3,add_to_cart,,2024-03-03
4952,B00VA7YYUO,view,,2024-03-02
4523,B08BCKN299,view,,2024-04-29
4372,B018SJJ0GE,view,,2024-04-02
4201,B07LFWP97N,view,,2024-04-30
2624,B012MQS060,view,,2024-01-12
4609,B09HN7LD5L,view,,2024-05-21
4785,B0B4SJKRDF,view,,2024-02-09
1608,B0BN6M3TCM,view,,2024-03-03
4091,B0819ZZK5K,purchase,4.9,2024-03-27
2109,B07PR1CL3S,view,,2024-06-13
4019,B09MT84WV5,click,,2024-03-31
1387,B0B2DJDCPX,click,,2024-02-17
4442,B084MZXJNK,click,,2024-01-20
398,B0123P3PWE,view,,2024-06-10
1896,B09SFRNKSR,view,,2024-02-25
4143,B01486F4G6,view,,2024-06-12
3959,B0B3JSWG81,view,,2024-05-16
4520,B01KK0HU3Y,view,,2024-03-11
4389,B08Y1SJVV5,click,,2024-06-27
3528,B07WGMMQGP,view,,2024-01-25
4296,B071VNHMX2,view,,2024-05-14
2068,B0BMM7R92G,add_to_cart,,2024-01-21
3057,B09GBBJV72,click,,2024-06-27
1851,B0762HXMTF,add_to_cart,,2024-01-21
